TS%,eFG%,TO%,OREB%,DREB%,FTR,3PAr,AST/TO,STL%,BLK%,PointsPerPoss,AdjO,AdjD,Team2_TS%,Team2_eFG%,Team2_TO%,Team2_OREB%,Team2_DREB%,Team2_FTR,Team2_3PAr,Team2_AST/TO,Team2_STL%,Team2_BLK%,Team2_PointsPerPoss,Team2_AdjO,Team2_AdjD
0.5882042101467291,0.5469145135016242,0.1291571233879097,0.2782056679508037,0.7269273126911823,0.3986213417021895,0.4023529300179221,1.936746789048228,0.0823376661597924,0.0770815543855945,82.48373667536465,82.31161928742515,82.31161928742515,0.4062122977636126,0.3561466798411996,0.2715381453237428,0.3525180465056746,0.6471523930524079,0.3527305047357804,0.3830330590776474,0.5425364926548326,0.1044377482014395,0.0705766400193686,51.626783165636056,51.98325529699015,51.98325529699015
0.6082790663463087,0.5680226745035591,0.1773358424712602,0.2492383936545453,0.7091070972809814,0.371501477296746,0.4235021279816218,1.1005614924377896,0.0894007139731146,0.0496002682788983,77.31216003238305,77.16593050948012,77.16593050948012,0.5557502785999446,0.5225399346930463,0.2263589304482853,0.3156105566967523,0.6816909956371406,0.3330064615033862,0.4267358664812288,1.0851676063377254,0.0919583154946159,0.0764119207995013,73.14291593271689,73.58193432500606,73.58193432500606
0.5240589733984452,0.4843411931891224,0.1818188019195892,0.3091363653271649,0.7102720646660791,0.3208524665670907,0.3907860194821512,1.3184092564735936,0.0654547686910521,0.0343014117544284,70.6602033795429,70.54430258983858,70.54430258983858,0.597363983387851,0.5515609923898572,0.2072634275525025,0.1609683428314615,0.8021910542900282,0.482987355347925,0.4142263070933557,0.871088563578704,0.0650710760920647,0.0311817092241345,71.04068209071576,71.0584591947174,71.0584591947174
0.5088837038406104,0.4474128506902569,0.1779185761398777,0.3767666460198631,0.7500067478832545,0.4410932424914509,0.3812463777414558,0.995279222179206,0.094405775094629,0.0564750105774749,73.56010052926881,73.43138885866837,73.43138885866837,0.5037996485047269,0.4458208799404143,0.2095639548008213,0.349428635710369,0.6230042964382977,0.3961568998478847,0.2761302269650123,0.8549985601898592,0.1390742609132723,0.046085172462411,65.57212990606847,65.98653202417353,65.98653202417353
0.5403509244247984,0.4863232345430562,0.1257606275574734,0.2071821747986276,0.70197025712999,0.3782688548373499,0.3588791559184944,1.3060954695866485,0.106657747422161,0.0406941409189013,74.31758050133796,74.18541790706466,74.18541790706466,0.5766227708694502,0.5500327443456826,0.225774858487975,0.4101487177180471,0.6821925737219214,0.4013470332677057,0.2106916528249343,1.2643961164685302,0.1040910061860144,0.0977158899938996,82.57804339048256,83.0410090086358,83.0410090086358
0.6079971062501094,0.556190047119459,0.1964391416813674,0.2572113453756313,0.7080965122824094,0.4052631066040415,0.4203983165415957,1.1623743312597448,0.1325564939801097,0.0545107486131393,77.83077614352004,77.68204164608414,77.68204164608414,0.5612900351160288,0.52972947786553,0.2225360557052833,0.3606558244028628,0.7212283259595963,0.3372469998035843,0.3456274944246736,1.0539776179491316,0.0710619337546282,0.0290155631621447,81.69559066367937,82.15663314195703,82.15663314195703
0.5671105566763824,0.5430654393600775,0.1442212935551921,0.256647184992046,0.7243285631965991,0.2354538166519006,0.4855752344690127,1.8106091740282244,0.0924495471507642,0.0516560997666603,76.02772659688277,75.88761359038284,75.88761359038284,0.5671924763563599,0.5268769509771246,0.1474847873681655,0.3454202712315068,0.7360467736588662,0.4117097822160929,0.3978986404097469,1.96881969340306,0.1030616586428144,0.0486885718757661,82.45240600934278,82.91510181317366,82.91510181317366
0.5442347334439716,0.5105676048208341,0.1319272489182197,0.2986914017110037,0.795733618094497,0.344917853058981,0.3235750467024737,1.762203298921715,0.0874018024083206,0.0511116516170089,75.23777789111028,75.10136477609163,75.10136477609163,0.4649103133459013,0.4318376190547758,0.2395276118569282,0.2516244632488654,0.6349486819742726,0.2303622842121586,0.409650119495699,0.8273525796102706,0.0747326148993616,0.075806927548123,54.51424253276433,54.88404879464504,54.88404879464504
0.6131021571904074,0.5797757813105263,0.1315262551342787,0.3465550063286495,0.7528415905222733,0.3507006232943873,0.4564636546845014,1.838327966256526,0.1074838214000557,0.0666676140168957,90.2415161290128,90.02677767356609,90.02677767356609,0.5103959022255299,0.4854598573799046,0.2414411688227629,0.3031646042211364,0.6565539189189837,0.3505132610373641,0.3116451193060089,0.7256748887876674,0.0839050870376977,0.0466626110661626,67.43807697824447,67.85899273893688,67.85899273893688
0.5838857115374023,0.5347425060631587,0.1676862682246336,0.3987794429715803,0.7657428795072729,0.3150757283883006,0.3955659087690599,1.7154689931742182,0.0765524267982022,0.1061796970651344,74.0736635482187,73.94261691940613,73.94261691940613,0.6006988119358244,0.5458214885555484,0.2099783350814734,0.3517159557098619,0.6619547568908324,0.4287675511495329,0.4068440395220389,1.032316789463601,0.0923904674358483,0.0529888567215466,78.12249233854048,78.57508007943014,78.57508007943014
